"iso2c","country","year","SP.POP.TOTL","NY.GDP.PCAP.KD","SP.DYN.LE00.IN","SP.DYN.IMRT.IN","ST.INT.DPRT","ST.INT.ARVL","SH.MED.PHYS.ZS","SH.MED.NUMW.P3","SH.MED.BEDS.ZS","IQ.CPA.PROT.XQ","IQ.CPA.PADM.XQ","SI.POV.GINI","SH.DTH.COMM.ZS","SH.MED.CMHW.P3","SH.XPD.CHEX.PP.CD","SH.STA.HYGN.ZS","SP.POP.65UP.TO.ZS","SP.URB.TOTL.IN.ZS","EN.POP.SLUM.UR.ZS","per_si_allsi.cov_pop_tot","iso3c","region","capital","longitude","latitude","income","lending"
"KM","Comoros",1980,307829,1401.91344235523,50.615,118.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21639611602546,23.215,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1981,317606,1411.27276879169,51.265,115.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2373443826628,23.649,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1982,326946,1458.46885354648,51.925,111.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24487835911741,24.095,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1983,336096,1487.16723026898,52.58,108.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.242823479006,24.548,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1984,345466,1506.300212497,53.221,105,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23360330683772,25.006,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1985,355337,1497.84533193777,53.843,101.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21385051373766,25.469,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1986,365760,1482.33826339852,54.446,98.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21330927384077,25.938,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1987,376654,1463.03977177595,55.033,95.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20692200268682,26.413,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1988,387963,1458.56395916615,55.605,93.1,NA,NA,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1920569745053,26.893,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1989,399632,1370.94318857705,56.154,90.5,NA,NA,NA,NA,3.12490010261536,NA,NA,NA,NA,NA,NA,NA,3.17191816471153,27.378,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1990,411594,1398.86943497258,56.677,88,NA,NA,0.113,NA,2.7616000175,NA,NA,NA,NA,NA,NA,NA,3.14630436789652,27.869,65.4,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1991,423872,1285.05777137657,57.168,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14434546278122,28.366,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1992,436448,1354.49874010408,57.623,83,NA,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13508138426571,28.435,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1993,449274,1355.38479108678,58.038,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12281592079666,28.39,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1994,462277,1247.75134665256,58.407,78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10549735331846,28.346,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2006,626425,1289.47109381123,60.407,70.3,NA,28500,NA,NA,2.2,2.5,2,NA,NA,NA,122.331420898438,NA,3.00243444945524,27.863,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2007,641620,1269.00552890628,60.734,68.9,NA,15200,NA,NA,NA,2.5,2,NA,NA,NA,120.530723571777,NA,3.00052990866868,27.867,68.9,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1997,501953,1222.59546164709,59.16,74.7,NA,26000,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07698131099924,28.213,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1998,515385,1206.00342016798,59.294,73.9,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06605741338999,28.168,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1999,528848,1197.9195381605,59.388,73.5,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05116025776783,28.124,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2000,542357,1294.79391851645,59.46,73.2,NA,24000,NA,NA,NA,NA,NA,NA,56.5,NA,133.544799804688,NA,3.03582326770006,28.08,65.4,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2001,555888,1292.74811619828,59.529,73.2,NA,19400,NA,NA,NA,NA,NA,NA,NA,NA,123.01586151123,NA,3.03838183231154,28.036,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2002,569479,1291.23419328979,59.617,73.2,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,127.247825622559,NA,3.03610844298034,27.992,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2005,611627,1286.61310619557,60.126,71.5,NA,25900,0.1897,0.5625,NA,2.5,2,NA,NA,NA,123.345184326172,NA,2.99855957961306,27.875,68.9,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2010,689692,1315.21480648394,61.862,63.8,NA,15300,NA,NA,2.2,2.5,2.5,NA,52.8,NA,121.225105285645,15.55099,2.95001246933414,27.973,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1978,286634,NA,49.406,126.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20094615432921,22.41,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",1979,297447,NA,49.992,122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21099221037698,22.81,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2009,673252,1298.0073467865,61.475,65.5,NA,11300,0.1901,0.7025,NA,2.5,2.5,NA,NA,NA,117.824356079102,15.54983,2.97630010753774,27.921,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2011,706569,1336.43361143132,62.24,62.3,NA,18800,NA,NA,NA,3,2.5,NA,NA,NA,134.017807006836,15.55253,2.94012332836567,28.04,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2008,657229,1288.42134553411,61.094,67.1,NA,14800,NA,NA,NA,2.5,2,NA,NA,NA,119.124687194824,15.54912,2.99302069750422,27.886,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KM","Comoros",2012,723871,1346.23735348604,62.595,60.7,NA,22800,0.1699,0.9214,NA,2.5,2.5,NA,NA,NA,117.714881896973,15.55456,2.92248204445267,28.123,NA,NA,"COM","Sub-Saharan Africa","Moroni","43.2418","-11.6986","Low income","IDA"
"KN","St. Kitts and Nevis",1986,41479,7476.82738110586,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.116,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1985,41866,6682.20286910125,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.243,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1977,43942,4301.0142631201,NA,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.385,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1978,43708,4493.04483545625,NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.564,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1997,42854,12775.4427529191,70.0363414634146,21.7,NA,88000,1.0959,5.5479,NA,NA,NA,NA,NA,0.387,NA,NA,NA,33.339,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1998,43221,12605.3687786369,NA,20.9,NA,93000,1.0384,5.6208,NA,NA,NA,NA,NA,0.721,NA,NA,NA,33.151,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1999,43614,12893.9423052522,NA,20,NA,84000,1.0268,5.8929,NA,NA,NA,NA,NA,0.712,NA,NA,NA,32.965,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1987,41041,8051.51992673826,65.9512195121951,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.989,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1988,40641,8880.91600899001,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.862,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2002,45165,14863.6659210018,71.3365853658537,16.9,NA,69000,NA,NA,5.5,NA,NA,NA,NA,NA,796.505615234375,NA,NA,32.455,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2003,45746,14169.4492662226,NA,15.9,NA,91000,NA,NA,5.5,NA,NA,NA,NA,NA,823.890258789063,NA,NA,32.312,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2004,46324,14560.4602049021,NA,15,NA,118000,NA,NA,6,NA,NA,NA,NA,NA,814.346862792969,NA,NA,32.17,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2005,46857,15790.4474349196,NA,14.3,NA,141000,NA,NA,5.7,NA,NA,NA,NA,NA,946.841979980469,NA,NA,32.028,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2006,47339,16085.6981019245,NA,13.7,NA,139000,NA,NA,NA,NA,NA,NA,NA,NA,1082.66723632813,NA,NA,31.886,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2007,47778,15929.7439525574,NA,13.1,NA,123000,NA,NA,NA,NA,NA,NA,NA,NA,1026.72998046875,NA,NA,31.744,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2008,48185,16819.9607838335,NA,12.7,NA,128000,NA,NA,5.5,NA,NA,NA,NA,NA,1255.65148925781,NA,NA,31.603,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2009,48599,16114.9265490346,NA,12.3,NA,83000,NA,NA,6,NA,NA,NA,NA,NA,1240.92236328125,NA,NA,31.463,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2010,49016,15508.616989766,NA,12,NA,98000,NA,NA,4.8,NA,NA,NA,NA,NA,1214.67492675781,NA,NA,31.322,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2011,49447,15654.5309882747,NA,11.7,NA,104000,NA,NA,4.8,NA,NA,NA,NA,NA,1242.74133300781,NA,NA,31.182,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2012,49887,15170.7504552898,NA,11.4,NA,104000,NA,NA,2.3,NA,NA,NA,NA,NA,1220.85546875,NA,NA,31.062,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2013,50331,15846.4614245686,NA,11.2,NA,107000,NA,NA,NA,NA,NA,NA,NA,NA,1302.68322753906,NA,NA,30.964,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2014,50774,16695.4317783479,NA,10.9,NA,113000,NA,NA,NA,NA,NA,NA,NA,NA,1299.06066894531,NA,NA,30.885,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2015,51203,16726.6859419936,NA,10.7,NA,118000,2.523,3.9779,NA,NA,NA,NA,NA,NA,1347.53955078125,NA,NA,30.827,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2016,51625,17058.8514445722,NA,10.4,NA,116000,NA,NA,NA,NA,NA,NA,NA,NA,1397.58215332031,NA,NA,30.79,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2017,52045,16586.597807503,NA,10.1,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,1442.13195800781,NA,NA,30.773,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2018,52441,16942.6664176757,NA,9.8,NA,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.776,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1979,43455,4862.54116946108,NA,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.744,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1980,43205,5303.47535769714,NA,41.1,NA,NA,0.36,NA,8.53600025177002,NA,NA,NA,NA,NA,NA,NA,NA,35.882,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1981,42960,5416.20565310693,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.754,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1982,42728,5475.51999935303,63.9512195121951,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.626,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1983,42482,5572.55855017501,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.498,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1984,42199,6107.33519809838,NA,32.6,NA,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.37,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1969,45534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.567,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1970,44883,NA,NA,NA,NA,NA,0.312,NA,5.94649982452393,NA,NA,NA,NA,NA,NA,NA,NA,34.141,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2000,44074,14087.2603847809,NA,19,NA,73000,1.095,4.714,NA,NA,NA,NA,NA,NA,789.885375976563,NA,NA,32.778,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",2001,44599,14689.5122440714,NA,17.9,NA,71000,1.0652,6.3913,4.3,NA,NA,NA,NA,1.039,764.374084472656,NA,NA,32.598,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1989,40354,9434.14784379841,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.735,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1990,40259,9917.64906195639,NA,25.2,NA,NA,0.6863,6.9363,9.1999998093,NA,NA,NA,NA,0.416,NA,NA,NA,34.609,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1991,40379,9703.83850195388,NA,24.6,NA,NA,0.6829,6.9268,NA,NA,NA,NA,NA,0.415,NA,NA,NA,34.474,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1992,40697,10039.0199614172,67.9512195121951,24.2,NA,NA,0.7488,6.9082,NA,NA,NA,NA,NA,0.411,NA,NA,NA,34.283,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1993,41135,10607.7227445393,NA,23.8,NA,NA,0.7656,6.8421,NA,NA,NA,NA,NA,0.406,NA,NA,NA,34.093,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1994,41617,11040.6847082811,NA,23.4,NA,NA,0.9198,5.9434,NA,NA,NA,NA,NA,0.401,NA,NA,NA,33.904,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1995,42074,11508.6391855457,NA,22.9,NA,79000,1.0723,5.641,6.4,NA,NA,NA,NA,0.396,NA,NA,NA,33.715,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1996,42475,12066.0925036529,NA,22.4,NA,84000,1.106,5.8525,6.3600001335,NA,NA,NA,NA,0.392,NA,NA,NA,33.526,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1968,46397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.878,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1960,51195,NA,NA,NA,NA,NA,0.235,NA,3.8627450466156,NA,NA,NA,NA,NA,NA,NA,NA,27.644,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1961,51192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.269,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1971,44490,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.317,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1972,44320,NA,NA,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.495,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1964,49931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1965,49214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.855,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1962,50963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.903,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1963,50525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.545,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1976,44143,NA,NA,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.206,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1973,44311,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.672,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1966,48358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.521,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1967,47381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.196,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1974,44328,NA,NA,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.849,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KN","St. Kitts and Nevis",1975,44272,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.027,NA,NA,"KNA","Latin America & Caribbean","Basseterre","-62.7309","17.3","High income","IBRD"
"KP","Korea, Dem. People’s Rep.",1971,14809521,NA,60.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16349191847596,54.702,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1972,15207771,NA,61.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17825669521194,55.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1973,15593351,NA,62.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20538542356931,55.703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1974,15952078,NA,62.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22922192331306,56.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1975,16274740,NA,63.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24644203225366,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1976,16554746,NA,64.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31901196188694,56.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1977,16796578,NA,64.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38821395643803,56.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1978,17015983,NA,65.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45158431340699,56.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1979,17235666,NA,65.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5084109891663,56.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1980,17472140,NA,66.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55778971551281,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1981,17731230,NA,66.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64865268794099,57.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1982,18008564,NA,66.924,NA,NA,NA,2.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71417732141219,57.198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1983,18298214,NA,67.255,NA,NA,NA,2.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7664878113241,57.346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1984,18590138,NA,67.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82157464350184,57.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1985,18877238,NA,67.9,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88787279155987,57.644,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1986,19156795,NA,68.284,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95712852802361,57.792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1987,19431986,NA,68.719,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04851053309734,57.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KP","Korea, Dem. People’s Rep.",1988,19708323,NA,69.177,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15146433311449,58.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
